jobClass,jobCompany,jobMoney,jobName,jobNeed,jobPlace,jobSpesk,jobType,jobUrl
交互设计总监,尚德机构,10k-20k,UE/交互设计师,经验3-5年 / 本科,棠下,"“周末双休,五险一金”",教育 / D轮及以上,
交互设计总监,梦映动漫,10k-15k,交互设计师,经验1-3年 / 本科,琶洲,"“平台发展大,福利齐全,周末双休,团队棒棒哒”","移动互联网,文化娱乐 / A轮",
交互设计总监,EIDcenter,8k-15k,交互设计师,经验1-3年 / 本科,江南大道,“高新高福利，大神带你上白金，摆脱单身！”,"移动互联网,文化娱乐 / B轮",
交互设计总监,互动大师iH5.cn,8k-15k,UE／交互设计师,经验3-5年 / 本科,越秀区,"“H5神器,最牛H5,午餐补助,带薪年假”",数据服务 / B轮,
交互设计总监,PPmoney互联网金融平台,18k-22k,高级交互设计师,经验5-10年 / 本科,天河北,"“互联网金融,牛人多,福利好”",金融 / 上市公司,
交互设计总监,酷狗音乐,10k-20k,ZBBU-交互设计师,经验1-3年 / 本科,东圃,“大平台”,"移动互联网,文化娱乐 / 不需要融资",
交互设计总监,汇桔网,10k-20k,交互设计师,经验3-5年 / 本科,萝岗区,“五险一金；大神云集；股票期权；朝阳行业”,"企业服务,O2O / B轮",
交互设计总监,武汉佰钧成技术有限公司,11K-20K,交互设计工程师,经验5-10年 / 大专,员村,“下午茶，五险一金”,移动互联网 / 不需要融资,
交互设计总监,icon,7k-10k,高级交互设计师（非游戏类）,经验5-10年 / 本科,棠下,"“年度体检,每天下午茶,五险一金,不定活动”","移动互联网,游戏 / 天使轮",
交互设计总监,广东瑞亚传媒,10k-18k,交互设计师,经验3-5年 / 本科,芳村,"“五险一金,团队化,晋升快,福利好”","移动互联网,文化娱乐 / 天使轮",
交互设计总监,跨界科技,10k-15k,高级交互设计师,经验3-5年 / 大专,沙河,“环境自由，福利丰厚，专业的设计氛围”,"移动互联网,金融 / A轮",
交互设计总监,掌上快销,8k-12k,交互设计师,经验1-3年 / 本科,棠下,"“领导好,上升空间大,专业培训,高效团队”","移动互联网,企业服务 / B轮",
交互设计经理/主管,尚德机构,20k-30k,UED/交互设计经理,经验5-10年 / 本科,棠下,"“在线教育,朝阳行业”",教育 / D轮及以上,
交互设计经理/主管,巴图鲁公司,8k-15k,高级交互设计师/交互主管,经验3-5年 / 本科,海珠区,"“弹性上班制,技术杠杠,氛围轻松,扁平管理”",电子商务 / C轮,
交互设计经理/主管,广州中软,6k-12k,交互设计师,经验1-3年 / 本科,天园,“福利待遇好，发展前景大。”,"数据服务,硬件 / 不需要融资",
交互设计经理/主管,星汉科技,8k-15k,交互设计师,经验1-3年 / 本科,建设,"“微信小程序,游戏,产品经理,设计”","移动互联网,游戏 / 天使轮",
交互设计经理/主管,梦映动漫,10k-15k,交互设计师,经验1-3年 / 本科,琶洲,"“平台发展大,福利齐全,周末双休,团队棒棒哒”","移动互联网,文化娱乐 / A轮",
交互设计经理/主管,EIDcenter,8k-15k,交互设计师,经验1-3年 / 本科,江南大道,“高新高福利，大神带你上白金，摆脱单身！”,"移动互联网,文化娱乐 / B轮",
交互设计经理/主管,互动大师iH5.cn,8k-15k,UE／交互设计师,经验3-5年 / 本科,越秀区,"“H5神器,最牛H5,午餐补助,带薪年假”",数据服务 / B轮,
交互设计经理/主管,酷狗音乐,10k-20k,ZBBU-交互设计师,经验1-3年 / 本科,东圃,“大平台”,"移动互联网,文化娱乐 / 不需要融资",
交互设计经理/主管,汇桔网,10k-20k,交互设计师,经验3-5年 / 本科,萝岗区,“五险一金；大神云集；股票期权；朝阳行业”,"企业服务,O2O / B轮",
交互设计经理/主管,PPmoney互联网金融平台,18k-22k,高级交互设计师,经验5-10年 / 本科,天河北,"“互联网金融,牛人多,福利好”",金融 / 上市公司,
交互设计经理/主管,武汉佰钧成技术有限公司,11K-20K,交互设计工程师,经验5-10年 / 大专,员村,“下午茶，五险一金”,移动互联网 / 不需要融资,
交互设计经理/主管,icon,7k-10k,高级交互设计师（非游戏类）,经验5-10年 / 本科,棠下,"“年度体检,每天下午茶,五险一金,不定活动”","移动互联网,游戏 / 天使轮",
交互设计经理/主管,广东瑞亚传媒,10k-18k,交互设计师,经验3-5年 / 本科,芳村,"“五险一金,团队化,晋升快,福利好”","移动互联网,文化娱乐 / 天使轮",
交互设计经理/主管,跨界科技,10k-15k,高级交互设计师,经验3-5年 / 大专,沙河,“环境自由，福利丰厚，专业的设计氛围”,"移动互联网,金融 / A轮",
交互设计经理/主管,掌上快销,8k-12k,交互设计师,经验1-3年 / 本科,棠下,"“领导好,上升空间大,专业培训,高效团队”","移动互联网,企业服务 / B轮",
视觉设计总监,唯品会,10k-20k,视觉设计经理/主管,经验5-10年 / 大专,芳村,"“优秀团队,晋升空间”",电子商务 / 上市公司,
视觉设计总监,掌昆游戏,8k-15k,视觉设计师,经验1-3年 / 大专,员村,"“晋升机会,奖金丰厚,福利多样,氛围愉悦”","移动互联网,游戏 / 不需要融资",
视觉设计总监,深圳道乐,5k-8k,视觉设计师,经验不限 / 本科,海珠区,"“五险一金,周末双休,弹性工作制,工作氛围好”","移动互联网,金融 / 未融资",
视觉设计总监,CLPS,6k-11k,手游视频/视觉设计师,经验不限 / 大专,员村,“BAT包吃弹性上班环境好氛围好”,"数据服务,金融 / 未融资",
视觉设计总监,三七互娱,8k-15k,视觉设计师,经验1-3年 / 本科,员村,"“视觉设计,平面广告,游戏视觉,福利优厚”",游戏 / 上市公司,
视觉设计总监,五帆科技,7k-9k,视觉设计师,经验1-3年 / 本科,新华,"“交通便利,五险一金,晋升前景,全国项目”","移动互联网,金融 / 未融资",
视觉设计总监,铂涛旅行,8k-14k,视觉设计师,经验1-3年 / 本科,瑞宝,“五险一金；弹性工作；员工旅游；”,"移动互联网,旅游 / 未融资",
视觉设计总监,大圣live,8k-15k,视觉设计,经验1-3年 / 不限,东风,"“鹅厂投资,大牛团队,优质项目,游戏直播”","移动互联网,游戏 / 不需要融资",
视觉设计总监,广州棒谷科技股份有限公司,8k-15k,高级视觉设计师,经验1-3年 / 本科,白云区,"“晋升空间大,绩效奖金多,美女如云,节日福利”",电子商务 / 不需要融资,
视觉设计总监,EIDcenter,6k-12k,视觉设计师,经验1-3年 / 本科,江南大道,“加入我们的团队 高薪高福利 双休 下午茶”,"移动互联网,文化娱乐 / B轮",
视觉设计总监,前海易物,8k-12k,视觉设计师,经验1-3年 / 本科,琶洲,"“福利好,团队好,前景好,待遇好”","电子商务,移动互联网 / A轮",
视觉设计总监,青鹿教育,7k-14k,视觉设计师,经验3-5年 / 大专,天河区,"“五险一金,年终奖金,免费工作餐,班车接送”","教育,移动互联网 / 不需要融资",
视觉设计总监,PPmoney互联网金融平台,10k-18k,高级视觉设计师,经验5-10年 / 本科,沙河,"“设计大牛,创意”",金融 / 上市公司,
视觉设计总监,广州智选网络科技有限公司,6k-10k,视觉设计师-CBD,经验1-3年 / 本科,五山,“业务骨干也会有期权”,移动互联网 / A轮,
视觉设计总监,荔枝,5k-10k,视觉设计师,经验1-3年 / 本科,棠下,“设计牛人多，发展空间大”,移动互联网 / D轮及以上,
视觉设计经理/主管,唯品会,10k-20k,视觉设计经理/主管,经验5-10年 / 大专,芳村,"“优秀团队,晋升空间”",电子商务 / 上市公司,
视觉设计经理/主管,拿火音乐,10k-20k,创意设计 / 视觉设计 / 经理 / 总监,经验3-5年 / 本科,解放北,"“创新型公司,扁平化管理,优秀设计,弹性工作”",移动互联网 / 不需要融资,
视觉设计经理/主管,麦优,12k-20k,视觉部经理,经验5-10年 / 本科,珠江新城,"“五险一金,双休,扁平化管理”","电子商务,医疗健康 / 不需要融资",
视觉设计经理/主管,爱库存,8k-15k,视觉设计经理/主管,经验3-5年 / 大专,客村,“五险一金”,移动互联网 / A轮,
视觉设计经理/主管,广州棒谷科技股份有限公司,8k-15k,高级视觉设计师（往主管方向培养）,经验3-5年 / 大专,白云大道,"“发展空间大,晋升空间大,完善的培训,五险一金”",电子商务 / 不需要融资,
视觉设计经理/主管,北京九派,9k-10k,视觉设计主管,经验1-3年 / 大专,白云大道,“弹性工作时”,电子商务 / 不需要融资,
视觉设计经理/主管,广州百事通,5k-9k,设计经理/主管,经验1-3年 / 不限,工业大道,“公司颜值高，各种吃喝玩乐福利”,"移动互联网,文化娱乐 / 未融资",
视觉设计经理/主管,广州智干电子商务科技有限公司,20k-30k,创意总监 品牌视觉主管,经验3-5年 / 本科,新港,"“五险一金,定期体检,员工旅游,年终奖金”",电子商务 / 未融资,
视觉设计经理/主管,南都光原娱乐,4k-8k,设计经理,经验3-5年 / 大专,五羊新城,"“五险一金,绩效奖金,节日福利,员工旅游”","文化娱乐,广告营销 / 天使轮",
视觉设计经理/主管,路客,15k-25k,高端设计经理,经验5-10年 / 本科,大石,"“室内设计,工程监理,互联网,共享经济”",移动互联网 / 天使轮,
视觉设计经理/主管,韩后电商,12k-16k,产品设计经理,经验1-3年 / 大专,瑞宝,"“七险一金,年终奖,带薪年假,春节假期”",电子商务 / 不需要融资,
视觉设计经理/主管,互动派科技股份有限公司,15k-20k,创意组长/设计经理-广州-00214,经验5-10年 / 大专,石牌,“五险一金 带薪年假 双休 弹性上班 年终分红”,"移动互联网,广告营销 / 上市公司",
视觉设计经理/主管,中晋,8k-10k,设计经理,经验5-10年 / 本科,广州大道南,“装修设计”,"其他,广告营销 / 未融资",
视觉设计经理/主管,PPmoney互联网金融平台,12k-18k,金融产品设计经理,经验3-5年 / 硕士,天河区,"“福利齐全,年底双薪,定期体检,下午茶”",金融 / 上市公司,
视觉设计经理/主管,尚德机构,20k-30k,UED/交互设计经理,经验5-10年 / 本科,棠下,"“在线教育,朝阳行业”",教育 / D轮及以上,
设计总监,拿火音乐,10k-20k,设计总监,经验3-5年 / 本科,解放北,"“创新型公司,扁平化管理,优秀设计,弹性工作”",移动互联网 / 不需要融资,
设计总监,美甲帮,20k-30k,设计总监,经验5-10年 / 本科,元岗,"“年轻团队,老板人超好”",移动互联网 / B轮,
设计总监,小妖传媒,15k-20k,设计总监,经验5-10年 / 不限,天河区,"“社保齐全,环境高大上,员工旅游,免费体检”","移动互联网,社交网络 / 未融资",
设计总监,韩后电商,10k-15k,设计总监/经理,经验3-5年 / 本科,瑞宝,“大品牌”,电子商务 / 不需要融资,
设计总监,领航者电商,8K-12K,设计总监,经验5-10年 / 大专,市桥,“公司提供各种人性化活动为同事解压工作压力”,移动互联网 电子商务 / 未融资,
设计总监,Mobvista,15k-25k,设计总监,经验3-5年 / 本科,天河区,“绩效奖金、行业领先、发展空间大、专业团队”,移动互联网 / 上市公司,
设计总监,DM,10k-20k,设计总监,经验5-10年 / 大专,粤垦,"“创意,带团队”","其他,电子商务 / 未融资",
设计总监,灵机文化,15k-22k,设计总监,经验3-5年 / 大专,东圃,“股权分红 五险一金 30万购房无息贷款”,"移动互联网,电子商务 / 不需要融资",
设计总监,颖卡网络营销,10k-15k,资深美指／设计总监,经验5-10年 / 本科,五羊新城,"“五险一金,发展空间大,节日福利,带薪年假”",广告营销 / A轮,
设计总监,因赛集团,8k-16k,资深设计师/设计总监,经验3-5年 / 本科,沙河,"“专业平台好,弹性考勤,领导牛,五险一金”",广告营销 / 未融资,
设计总监,国馆文化,10k-15k,电商设计总监,经验3-5年 / 大专,沙河,"“高福利,新媒体”","移动互联网,电子商务 / 天使轮",
设计总监,广州正雄,12k-15k,室内设计总监,经验5-10年 / 本科,石牌,"“五险一金,周末双休,带薪年假,下午茶”","生活服务,企业服务 / 未融资",
设计总监,彬果,15k-25k,平面设计总监,经验3-5年 / 大专,黄石,"“领导好,待遇佳,氛围好,环境优”",广告营销、企业服务 / 未融资,
设计总监,小白,15k-18k,游戏广告设计总监,经验3-5年 / 大专,芳村,"“美术设计,审美意识,创意表现,视觉表现”",广告营销 / 不需要融资,
设计总监,妈妈金融学院,15k-25k,UI设计总监/资深UI设计师,经验5-10年 / 本科,赤岗,"“年底双薪,双休,7小时制,三个月调薪”","教育,金融 / B轮",
设计经理/主管,广州百事通,5k-9k,设计经理/主管,经验1-3年 / 不限,工业大道,“公司颜值高，各种吃喝玩乐福利”,"移动互联网,文化娱乐 / 未融资",
设计经理/主管,南都光原娱乐,4k-8k,设计经理,经验3-5年 / 大专,五羊新城,"“五险一金,绩效奖金,节日福利,员工旅游”","文化娱乐,广告营销 / 天使轮",
设计经理/主管,互动派科技股份有限公司,15k-20k,创意组长/设计经理-广州-00214,经验5-10年 / 大专,石牌,“五险一金 带薪年假 双休 弹性上班 年终分红”,"移动互联网,广告营销 / 上市公司",
设计经理/主管,中晋,8k-10k,设计经理,经验5-10年 / 本科,广州大道南,“装修设计”,"其他,广告营销 / 未融资",
设计经理/主管,路客,15k-25k,高端设计经理,经验5-10年 / 本科,大石,"“室内设计,工程监理,互联网,共享经济”",移动互联网 / 天使轮,
设计经理/主管,唯品会,10k-20k,视觉设计经理/主管,经验5-10年 / 大专,芳村,"“优秀团队,晋升空间”",电子商务 / 上市公司,
设计经理/主管,拿火音乐,10k-20k,创意设计经理,经验3-5年 / 本科,解放北,"“引领创新,扁平化管理,优秀设计,弹性工作”",移动互联网 / 不需要融资,
设计经理/主管,韩后电商,12k-16k,产品设计经理,经验1-3年 / 大专,瑞宝,"“七险一金,年终奖,带薪年假,春节假期”",电子商务 / 不需要融资,
设计经理/主管,霸王（广州）有限公司,25k-30k,设计经理,经验5-10年 / 不限,员村,"“五险一金,班车,年度旅游,年终奖”","其他,广告营销 / 上市公司",
设计经理/主管,爱库存,8k-15k,视觉设计经理/主管,经验3-5年 / 大专,客村,“五险一金”,移动互联网 / A轮,
设计经理/主管,PPmoney互联网金融平台,12k-18k,金融产品设计经理,经验3-5年 / 硕士,天河区,"“福利齐全,年底双薪,定期体检,下午茶”",金融 / 上市公司,
设计经理/主管,尚德机构,20k-30k,UED/交互设计经理,经验5-10年 / 本科,棠下,"“在线教育,朝阳行业”",教育 / D轮及以上,
设计经理/主管,哲品,8k-15k,平面设计经理,经验3-5年 / 本科,客村,"“五险一金,带薪年假,绩效奖金,周末双休”","电子商务,O2O / 未融资",
设计经理/主管,集特尚,6k-10k,平面设计经理,经验3-5年 / 本科,广州大道南,"“五险一金,周末双休,包吃两餐,带薪年假”",广告营销 / 不需要融资,
设计经理/主管,韩后电商,10k-15k,产品设计经理,经验3-5年 / 大专,瑞宝,“下午茶”,电子商务 / 不需要融资,
游戏数值策划,4399游戏,8k-16k,游戏数值策划,经验不限 / 本科,石牌,“发展空间大、福利待遇好”,游戏 / 未融资,
游戏数值策划,暗沙游戏,8k-15k,游戏策划（数值策划）,经验1-3年 / 大专,燕岭,"“免费三餐,年终多薪,项目奖金,团队靠谱”",游戏 / 不需要融资,
游戏数值策划,研游,10k-18k,游戏数值策划,经验3-5年 / 本科,棠下,"“周末双休,下午茶,发展前景好,公司氛围好”",游戏 / 不需要融资,
游戏数值策划,天拓游戏,8k-15k,游戏数值策划,经验1-3年 / 本科,天河区,"“项目优秀,资源丰富,工作氛围好,发展空间大”",游戏 / 上市公司,
游戏数值策划,赐麓网络,6k-12k,游戏数值策划,经验不限 / 大专,前进,“极具竞争力的薪酬，五险，包餐”,"移动互联网,游戏 / B轮",
游戏数值策划,悦世界,7k-14k,游戏数值策划,经验1-3年 / 大专,广州,“优厚待遇+多元化发展提升+良好前景”,"游戏,移动互联网 / 不需要融资",
游戏数值策划,逆海信息,8k-16k,游戏数值策划,经验1-3年 / 本科,棠下,"“五险一金,工作餐,节日福利,带薪年假”",游戏 / 未融资,
游戏数值策划,奇翼,7k-12k,游戏数值策划,经验1-3年 / 本科,天园,“五险一金、年底双薪、带薪病假、零食水果”,游戏 / 天使轮,
游戏数值策划,奇客创想,8k-15k,游戏数值策划,经验1-3年 / 本科,棠下,"“月度奖金,员工旅游,水果零食,五险一金”",游戏 / 不需要融资,
游戏数值策划,广州酷游,6k-12k,数值策划,经验1-3年 / 本科,天园,“优秀项目+项目奖金+定期体育活动+一日三餐”,游戏 / 天使轮,
游戏数值策划,海南乐否互动网络科技有限公司,10k-20k,游戏数值策划,经验1-3年 / 本科,棠下,"“五险一金,弹性工作,年终奖”",游戏 / 不需要融资,
游戏数值策划,海南元游信息,6k-12k,数值策划,经验1-3年 / 不限,龙口,"“数值,策划”",游戏 / 不需要融资,
游戏数值策划,卓游科技,7k-14k,数值策划,经验不限 / 本科,海珠区,"“扁平式管理,发展空间大”","移动互联网,游戏 / 不需要融资",
游戏数值策划,广州游爱,8k-12k,数值策划,经验1-3年 / 大专,广州,“五险一金 包餐 加班费 年底双薪 双休”,"移动互联网,游戏 / 上市公司",
游戏数值策划,诗悦网络,8k-15k,数值策划,经验1-3年 / 本科,棠下,"“团队靠谱,新项目,发展机会,项目奖金多”",游戏 / 不需要融资,
用户研究员,广州银行信用卡中心,15k-20k,用户研究资深岗,经验5-10年 / 本科,天河城,"“周末双休,弹性工作,氛围好,领导耐撕”",金融 / 不需要融资,
用户研究员,icon,7k-10k,用户研究员 （非游戏类）,经验5-10年 / 本科,棠下,"“年度体检,社保,下午茶,不定期活动”","移动互联网,游戏 / 天使轮",
用户研究员,健客网,12k-20k,高级用户研究,经验3-5年 / 本科,萝岗区,"“大咖团队,朝阳行业,移动医疗,薪酬待遇优”","电子商务,医疗健康 / A轮",
用户研究员,大圣科技,11k-22k,用户研究,经验3-5年 / 本科,芳村,“福利待遇好”,"移动互联网,O2O / 不需要融资",
用户研究员,网易游戏,10k-15k,用户体验研究工程师,经验1-3年 / 本科,天园,"“专业用研,导师辅导,薪资福利好”",游戏 / 上市公司,
用户研究员,Ways,6k-9k,研究员,经验1-3年 / 本科,猎德,“六险一金”,"移动互联网,企业服务 / 未融资",
用户研究员,多益网络,10k-20k,用户研究分析师,经验1年以下 / 本科,黄埔区,“互联网百强”,"移动互联网,游戏 / 不需要融资",
用户研究员,YY Inc,10k-20k,数据分析师-用户增长方向,经验不限 / 本科,番禺区,"“大平台,高成长,福利好”",移动互联网 / 上市公司,
用户研究员,卓越教育集团,7k-12k,用户调研,经验5-10年 / 本科,大东,“五险一金，发展前景好”,"O2O,教育 / 不需要融资",
用户研究员,极光,6k-10k,行业研究员,经验1年以下 / 大专,天河城,"“五险一金,专业培训,奖金丰厚,发展空间大”","移动互联网,数据服务 / D轮及以上",
用户研究员,广电运通,15k-20k,博士研究员,经验不限 / 博士,萝岗区,"“国企,上市公司,餐补,免费班车”","移动互联网,金融 / 上市公司",
用户研究员,CNICG,10k-15k,助理研究员,经验不限 / 硕士,南沙区,"“六险一金,专业团队,发展空间”",移动互联网 / 不需要融资,
用户研究员,自如网,6k-8k,用户体验,经验1-3年 / 本科,建设,“15薪 双休 带薪年假 入职六险一金 扁平管理”,"移动互联网,O2O / A轮",
用户研究员,标点信息,7k-10k,研究员,经验1-3年 / 硕士,东风东,"“五险一金,年终奖金,餐补交通补,高温补贴”",企业服务 / D轮及以上,
用户研究员,富力地产,8k-15k,IT用户体验员,经验3-5年 / 本科,珠江新城,"“年底双薪,年终奖金,购房优惠,亲属福利”","移动互联网,电子商务 / 上市公司",
数据分析师,广州银行信用卡中心,10K-20K,数据分析师,经验1-3年 / 本科,天河城,"“大数据,互联网金融,金融科技创,机器学习”",金融 / 不需要融资,
数据分析师,口袋零钱,8k-15k,数据分析,经验1-3年 / 本科,东圃,"“五险一金,节日福利,加班补贴”","移动互联网,金融 / 未融资",
数据分析师,TCL金融控股集团,6k-12k,数据分析专员,经验1-3年 / 本科,岭南,“待遇佳福利好平台广”,金融 / 未融资,
数据分析师,合众财富,6k-10k,数据分析,经验1-3年 / 本科,天河区,"“五险一金,周末双休,年终奖,弹性工作”","金融,移动互联网 / 不需要融资",
数据分析师,团贷网,5k-10k,数据分析师,经验1-3年 / 本科,珠江新城,“TOP10、东莞NO.1、空间大、五险一金”,"移动互联网,金融 / C轮",
数据分析师,广州棒谷科技股份有限公司,7k-12k,数据运营/数据分析师,经验1-3年 / 大专,白云区,"“晋升空间大,绩效奖金多,优秀团队,带薪年假”",电子商务 / 不需要融资,
数据分析师,PPmoney互联网金融平台,10k-20k,数据分析师,经验3-5年 / 本科,沙河,"“互联网金融,上市公司,下午茶,健身俱乐部”",金融 / 上市公司,
数据分析师,新联在线,8k-16k,资深数据分析,经验3-5年 / 本科,珠江新城,"“五险一金,双休,调薪,旅游”",金融 / A轮,
数据分析师,卡宝宝,10k-20k,数据分析/数据运营,经验3-5年 / 大专,广州,"“五险一金,周末双休,年底双薪,免费班车”","移动互联网,金融 / 上市公司",
数据分析师,广东智源,8k-15k,数据分析师,经验1-3年 / 硕士,登峰,"“五险一金,绩效奖金,月度活动,年度旅游”","移动互联网,企业服务 / 不需要融资",
数据分析师,广州多融信息科技有限公司,10k-20k,数据分析师,经验1-3年 / 本科,沙河,"“五险一金,平台发展,扁平化管理,免费午餐”",金融 / 未融资,
数据分析师,探迹,8k-15k,数据分析师,经验1-3年 / 本科,大学城,"“科技前沿,待遇优厚”","移动互联网,数据服务 / A轮",
数据分析师,菜鸟理财,6K-9K,数据分析/投资服务,经验1-3年 / 本科,沙河,"“氛围好,牛人多,奖金丰厚,人性化”",金融 / A轮,
数据分析师,舜飞科技,8k-15k,广告优化/数据分析师,经验1年以下 / 本科,车陂,“数据控的黄金职业~~”,移动互联网 / 未融资,
数据分析师,触通科技,7k-13k,数据分析师,经验1-3年 / 本科,中大,"“五险一金,双休,餐补”","移动互联网,金融 / 不需要融资",
硬件交互设计师,广州中软,6k-12k,交互设计师,经验1-3年 / 本科,天园,“福利待遇好，发展前景大。”,"数据服务,硬件 / 不需要融资",
硬件交互设计师,青鹿教育,8k-16k,硬件设计工程师,经验不限 / 本科,天河区,“五险一金、年终分红、快速提升、专人培养”,"教育,移动互联网 / 不需要融资",
硬件交互设计师,星汉科技,8k-15k,交互设计师,经验1-3年 / 本科,建设,"“微信小程序,游戏,产品经理,设计”","移动互联网,游戏 / 天使轮",
硬件交互设计师,尚德机构,10k-20k,UE/交互设计师,经验3-5年 / 本科,棠下,"“周末双休,五险一金”",教育 / D轮及以上,
硬件交互设计师,互动大师iH5.cn,8k-15k,UE／交互设计师,经验3-5年 / 本科,越秀区,"“H5神器,最牛H5,午餐补助,带薪年假”",数据服务 / B轮,
硬件交互设计师,拿火音乐,8k-16k,嵌入式硬件工程师,经验1-3年 / 本科,越秀区,"“革新,极致”",移动互联网 / 不需要融资,
硬件交互设计师,icon,7k-10k,高级交互设计师（非游戏类）,经验5-10年 / 本科,棠下,"“年度体检,每天下午茶,五险一金,不定活动”","移动互联网,游戏 / 天使轮",
硬件交互设计师,梦映动漫,10k-15k,交互设计师,经验1-3年 / 本科,琶洲,"“平台发展大,福利齐全,周末双休,团队棒棒哒”","移动互联网,文化娱乐 / A轮",
硬件交互设计师,PPmoney互联网金融平台,18k-22k,高级交互设计师,经验5-10年 / 本科,天河北,"“互联网金融,牛人多,福利好”",金融 / 上市公司,
硬件交互设计师,EIDcenter,8k-15k,交互设计师,经验1-3年 / 本科,江南大道,“高新高福利，大神带你上白金，摆脱单身！”,"移动互联网,文化娱乐 / B轮",
硬件交互设计师,奇艺果,8k-16k,嵌入式软件工程师,经验1-3年 / 大专,琶洲,"“高前景,高发展,高薪资,扁平化”","移动互联网,电子商务 / C轮",
硬件交互设计师,朗国科技,7k-14k,嵌入式软件工程师,经验1-3年 / 本科,天河区,"“嵌入式,大牛多,升职快”",移动互联网 / 未融资,
硬件交互设计师,巴图鲁公司,8k-15k,高级交互设计师/交互主管,经验3-5年 / 本科,海珠区,"“弹性上班制,技术杠杠,氛围轻松,扁平管理”",电子商务 / C轮,
硬件交互设计师,酷狗音乐,10k-20k,ZBBU-交互设计师,经验1-3年 / 本科,东圃,“大平台”,"移动互联网,文化娱乐 / 不需要融资",
硬件交互设计师,北京十二栋文化传播有限公司,10k-20k,硬件电路设计工程师,经验1-3年 / 本科,天河区,"“扁平化管理,年轻化团队”",移动互联网 / A轮,
网页交互设计师,广州棒谷科技股份有限公司,6k-12k,网页设计师,经验1-3年 / 大专,白云大道,"“晋升空间大,绩效奖金多,美女如云,优秀团队”",电子商务 / 不需要融资,
网页交互设计师,三七互娱,6k-12k,网页设计师,经验不限 / 大专,天河公园,"“双休,奖金丰厚,五险一金,早餐下午茶”",游戏 / 上市公司,
网页交互设计师,多益网络,6k-12k,网页设计师,经验不限 / 不限,萝岗区,“互联网百强”,"移动互联网,游戏 / 不需要融资",
网页交互设计师,尚德机构,6k-10k,网页设计,经验3-5年 / 大专,棠下,"“周末双休,五险一金”",教育 / D轮及以上,
网页交互设计师,腾讯汽车区域运营中心,6k-12k,网页设计师,经验1-3年 / 本科,沙河,"“腾讯平台,年轻团队,晋升空间大,五险一金”","广告营销,移动互联网 / 未融资",
网页交互设计师,Mobvista,6k-12k,网页设计师,经验不限 / 不限,天河区,"“五险一金,绩效奖金,带薪假期,三餐下午茶”",移动互联网 / 上市公司,
网页交互设计师,btops,6k-12k,网页设计师,经验3-5年 / 本科,五山,"“五险一金,带薪假期,年底奖金,晋升空间大”","移动互联网,广告营销 / 不需要融资",
网页交互设计师,一口幸福,7k-10k,资深网页设计师,经验3-5年 / 本科,沙河,"“五险一金,弹性工作,员工旅游,带薪年假”","移动互联网,电子商务 / 未融资",
网页交互设计师,凡跃集团,8k-10k,网页设计师,经验1-3年 / 大专,萝岗区,“领导好 氛围好 发展机会多”,"移动互联网,游戏 / 不需要融资",
网页交互设计师,经传多赢,8k-16k,网页产品经理,经验1-3年 / 不限,东环,"“高成长团队,多机会成长,扁平化管理,团队成熟”","移动互联网,金融 / 不需要融资",
网页交互设计师,广州中软,6k-12k,交互设计师,经验1-3年 / 本科,天园,“福利待遇好，发展前景大。”,"数据服务,硬件 / 不需要融资",
网页交互设计师,广州我要,5K-10K,平面设计/网页设计师,经验1-3年 / 大专,番禺区,"“地铁附近,帅哥美女多,年轻活力,餐补”",移动互联网、教育 / 未融资,
网页交互设计师,星汉科技,8k-15k,交互设计师,经验1-3年 / 本科,建设,"“微信小程序,游戏,产品经理,设计”","移动互联网,游戏 / 天使轮",
网页交互设计师,广州慢慢来信息科技有限公司,7k-10k,高薪招聘网页设计师,经验1-3年 / 大专,海珠区,"“高薪,周末双休,弹性工作”","移动互联网,企业服务 / 天使轮",
网页交互设计师,中国婚博会,8k-12k,网页设计,经验1-3年 / 大专,琶洲,“做五休二 五险一金 专业培训 晋升空间”,移动互联网 / 不需要融资,
无线交互设计师,广州中软,6k-12k,交互设计师,经验1-3年 / 本科,天园,“福利待遇好，发展前景大。”,"数据服务,硬件 / 不需要融资",
无线交互设计师,星汉科技,8k-15k,交互设计师,经验1-3年 / 本科,建设,"“微信小程序,游戏,产品经理,设计”","移动互联网,游戏 / 天使轮",
无线交互设计师,尚德机构,10k-20k,UE/交互设计师,经验3-5年 / 本科,棠下,"“周末双休,五险一金”",教育 / D轮及以上,
无线交互设计师,互动大师iH5.cn,8k-15k,UE／交互设计师,经验3-5年 / 本科,越秀区,"“H5神器,最牛H5,午餐补助,带薪年假”",数据服务 / B轮,
无线交互设计师,梦映动漫,10k-15k,交互设计师,经验1-3年 / 本科,琶洲,"“平台发展大,福利齐全,周末双休,团队棒棒哒”","移动互联网,文化娱乐 / A轮",
无线交互设计师,EIDcenter,8k-15k,交互设计师,经验1-3年 / 本科,江南大道,“高新高福利，大神带你上白金，摆脱单身！”,"移动互联网,文化娱乐 / B轮",
无线交互设计师,PPmoney互联网金融平台,18k-22k,高级交互设计师,经验5-10年 / 本科,天河北,"“互联网金融,牛人多,福利好”",金融 / 上市公司,
无线交互设计师,icon,7k-10k,高级交互设计师（非游戏类）,经验5-10年 / 本科,棠下,"“年度体检,每天下午茶,五险一金,不定活动”","移动互联网,游戏 / 天使轮",
